Picasso,1199,203,15465
Matisse,981,150,8712
Communism,3381,175,34419
Post-Modernism,672,84,12628
Modernism,3035,94,23868
Theodor_W._Adorno,1211,74,15477
Relativism,1038,51,8210
List_of_postmodern_critics,88,1,511
Skepticism,830,74,5397
The_Origin_of_the_Work_of_Art,76,6,2489
Silk_Road,1410,120,15967
Greco-Buddhist_art,1106,29,9434
Trieste,988,111,14939
Napoleon_I_on_his_Imperial_Throne,484,16,3805
Jean-Auguste-Dominique_Ingres,436,120,12454
Art_medium,667,4,2214
Art_style,446,18,5561
Elements_of_art,147,12,1469
Composition_(visual_arts),52,40,3457
Figurae,11,1,1131
Color_theory,294,31,5038
Contour_drawing,14,4,846
Fourth_dimension_in_art,805,6,3516
Melody,162,75,1529
Negative_space,32,11,1437
Texture_(visual_arts),38,9,1032
Lightness,262,21,4177
Design_principles,139,1,873
Formal_balance,0,1,317
Contrast_(vision),98,34,3531
Emphasis_(typography),238,9,3390
Harmony,377,61,5899
Hierarchical_proportion,53,6,687
Principles_of_grouping,28,4,1582
Denotation,327,28,1676
Connotation,36,38,867
Meaning_(semiotics),86,1,1061
Authorial_intent,61,5,3913
Statue_of_Zeus_at_Olympia,395,87,3048
Napoleon,2109,212,24574
Post-structuralism,1017,47,4023
Conceptual_art#Conceptual_art_and_artistic_skill,1260,50,7874
The_Creation_of_Adam,473,58,4890
Michelangelo,550,209,11508
Sistine_Chapel,1105,79,8963
Language,1035,265,17672
Leonardo_da_Vinci,1046,238,17251
Rembrandt,731,174,12974
John_Singer_Sargent,343,54,9315
Pablo_Picasso,1192,203,15462
Mona_Lisa,941,130,13312
Sfumato,18,45,728
Modern_art,1902,53,6986
Marcel_Duchamp,1035,75,12828
Fountain_(Duchamp),627,27,7785
Tracey_Emin,574,32,17870
My_Bed,149,5,1285
Damien_Hirst,431,37,12247
The_Physical_Impossibility_of_Death_in_the_Mind_of_Someone_Living,192,18,2677
Navajo_rug,513,5,4568
Mozarabic_art,725,13,3355
Commentary_on_the_Apocalypse,141,5,6093
Miniature_(illuminated_manuscript),353,40,7983
L%C3%A9vi-Strauss,759,74,10393
Psychology_of_art,392,18,11849
Art_movement,1600,35,4261
Russian_constructivism,949,54,4840
Abstract_Expressionism,2232,61,12772
Avant-garde,1359,77,5576
Graffiti_art,896,82,11948
Street_art,1229,43,14938
Spray_painting,66,8,4239
Stencil,203,44,2773
Autism,1972,103,23257
Human_trafficking,1021,76,16952
Darfur,369,72,4438
Trashion,180,2,1108
Marina_DeBris,31,4,2366
Art_therapy,304,29,6553
Art_therapy#The_Diagnostic_Drawing_Series_(DDS),304,29,6553
Evolutionary_psychology,1725,50,21714
Peacock,700,65,7783
Fisherian_runaway,557,12,3163
Handicap_principle,516,20,3889
The_Gates_of_Hell,465,24,3305
Mus%C3%A9e_Rodin,604,37,4220
Artistic_inspiration,336,34,2887
The_Great_Wave_off_Kanagawa,254,59,6693
Hokusai,368,154,5413
Thirty-six_Views_of_Mount_Fuji,128,38,2232
Mood_(psychology),236,55,3559
Surroundings,18,5,508
Mental_state,178,19,7053
The_Black_Paintings,218,24,3503
Francisco_de_Goya,771,157,7688
The_Beatles,4239,211,35722
LSD,4353,75,26020
Cannabis,2133,107,13114
Revolver_(Beatles),864,54,20331
Trial_and_error,67,36,2195
Art_appreciation,674,20,6304
Reflective_practice,558,5,8551
Manhattan,3186,115,36434
Ceramics_of_indigenous_peoples_of_the_Americas,438,4,7630
Social_elite,1308,41,2861
Molding_(process),47,23,838
Ancient_Roman_pottery,161,8,8040
Tanagra_figurine,100,15,2059
Cylinder_seal,91,31,2236
Ancient_Near_East,1846,48,7952
Coin,680,112,10915
Printmaking,392,23,5846
Woodcut,237,56,4965
Peasant,432,56,4023
Popular_prints,47,4,1302
Kunstmuseum_Basel,111,25,2467
Basel,1207,124,16294
Switzerland,1840,298,23968
Public_art,287,21,4932
Egyptian_temple,1031,37,14867
Palace_of_Versailles,1151,99,13515
Orleans_Collection#Collection_in_Paris,303,6,7054
Palais_Royal,590,45,8784
Grand_Tour,424,36,5302
Royal_Collection,417,23,7923
Old_Royal_Library,288,1,4822
British_Museum,2734,97,28871
Uffizi,252,70,2401
Florence,1324,173,15665
Prado,669,75,6159
French_Revolution,1877,161,22489
Vienna,1712,230,18883
Mus%C3%A9e_du_Louvre,1552,150,19258
The_Metropolitan_Museum_of_Art,1608,78,23237
John_Taylor_Johnston,100,2,1788
Joseph_Beuys,699,50,14107
Video_art,762,40,4780
Conceptual_art,1222,50,7874
Louis_Le_Vau,96,37,1489
Court_of_honor_(architecture),49,20,1181
Th%C3%A9odore_G%C3%A9ricault,581,65,3220
The_Raft_of_the_Medusa,1035,44,11048
Iconoclasm,832,62,12855
Aniconism,239,19,6553
Depictions_of_Muhammad,556,12,9420
Art_critic,294,20,1892
Swoon_of_the_Virgin,70,6,1329
Crucifixion_of_Jesus,2776,63,19309
The_Last_Judgment_(Michelangelo),515,43,7470
Decorum,425,14,2207
Apollo,3265,112,30073
%C3%89douard_Manet,901,98,8199
Le_D%C3%A9jeuner_sur_l%27Herbe,775,41,6106
Portrait_of_Madame_X,106,21,3352
Guernica_(painting),497,65,8315
Monochrome_painting,215,13,5169
Leon_Golub,108,6,2804
Andres_Serrano,78,17,2093
Piss_Christ,50,16,2047
Jesus_Christ,3449,272,32146
Realism_(arts),738,71,5832
John_Ruskin,1110,69,25743
J._M._W._Turner,753,73,7414
Aesthetic_realism,43,2,8591
Objectivity_(philosophy),950,6,4684
Aesthetic_relativism,24,8,661
Composition_with_Red_Blue_and_Yellow,28,8,566
Piet_Mondrian,255,72,7927
Postmodern_art,1048,23,7945
Clement_Greenberg,241,31,2606
Michael_Fried,54,11,1449
T._J._Clark_(historian),46,5,1599
Rosalind_Krauss,124,15,3380
Linda_Nochlin,174,23,3345
Griselda_Pollock,58,16,2383
Pop_art,1549,71,8790
Andy_Warhol,1087,139,24433
Cultural_critic,503,6,1706
Comics,624,135,8853
Billboards,344,41,5436
Pornography,1984,109,30217
The_Invention_of_Art:_A_Cultural_History,39,3,1020
Techne,51,12,1152
Horsemanship,712,72,7940
Geometry,954,180,10756
Prophecy,1193,51,7127
New_Criticism,236,38,2477
William_K._Wimsatt,47,4,2460
Monroe_Beardsley,18,12,725
Intentional_Fallacy,55,5,3917
Authorial_intentionality,55,5,3917
Affective_fallacy,14,3,1305
Reader-response,252,18,3849
Stanley_Fish,118,14,3654
Berys_Gaut,4,2,918
Linguistic_turn,137,22,1251
Structuralism,1088,67,5690
Ferdinand_de_Saussure,397,93,7302
Poststructuralism,1005,47,4026
Mark_Tansey,39,5,1657
Judith_Butler,918,68,13632
Luce_Irigaray,469,42,3941
Julia_Kristeva,402,61,5230
Michel_Foucault,1432,92,20046
Jacques_Derrida,887,82,16220
Hayden_White,62,30,2270
Philosophy_of_language,1204,66,10344
Johann_Georg_Hamann,156,36,2812
Wilhelm_von_Humboldt,798,68,4982
Ernst_Gombrich,140,35,3702
Nelson_Goodman,360,31,2424
Languages_of_Art,13,5,783
Roger_Sperry,1130,48,7474
Nick_Zangwill,54,3,1212
Classificatory_disputes_about_art,290,5,3863
Alfred_Stieglitz,562,35,7266
291_(art_gallery),133,13,5965
Society_of_Independent_Artists,21,10,754
Marsden_Hartley,75,21,3241
Cubist,1855,94,14847
Impressionist,1749,100,11341
Duchamp,1006,75,12831
J._S._G._Boggs,61,1,1874
Video_games,1299,136,16913
Daily_Mail,1136,54,20986
Arthur_Danto,217,26,3106
Anti-art,271,21,6727
Dada,1617,87,11603
Found_object,383,30,3774
Situationist_International,1735,34,13546
Mail_art,798,20,6871
Young_British_Artists,861,21,5276
Stuckism,885,19,7138
Anti-anti-art,884,19,7141
Canberra,1220,180,20497
Francisco_Goya,764,157,7683
Zeitgeist,55,43,1572
Aesthetic,855,116,8852
Morality,823,101,9922
Human_condition,132,19,989
Generative_artificial_intelligence,835,47,14707
Artificial_intelligence_art,996,24,10751
Music_and_artificial_intelligence,447,7,7879
Large_language_model,761,55,12830
Forgeries,677,32,3695
Plagiarism,443,76,10401
Replica,38,21,2090
UN,1572,287,19490
UNESCO,1367,181,15360
Blue_Shield_International,55,12,3983
Karl_von_Habsburg,361,39,4621
Cultural_diversity,365,29,5041
Cultural_identity,537,31,6470
Living_Human_Treasure,27,6,1068
Convention_for_the_Safeguarding_of_the_Intangible_Cultural_Heritage,20,22,2268
Artist-in-residence,137,17,2914
Artistic_freedom,78,16,4875
Cultural_tourism,463,36,3084
Craftivism,59,2,4884
List_of_art_media,645,4,2210
List_of_art_techniques,220,1,1038
Mathematics_and_art,1158,17,13204
Outline_of_the_visual_arts,332,4,1414
Visual_impairment_in_art,84,1,2014
OCLC_(identifier),141,70,4899
Doi_(identifier),562,96,5028
ISSN_(identifier),533,96,3331
JSTOR_(identifier),90,60,3430
Maurice_Merleau-Ponty,639,47,7282
John_Russon,72,1,2795
Wayback_Machine,215,107,8349
New_Scientist,66,30,2593
Reed_Business_Information,747,17,7480
S2CID_(identifier),138,32,1823
Xinru_Liu,18,2,896
Kendall_Walton,20,2,2283
Maurizio_Bolognini,42,1,1843
Global_News,215,5,4000
Susan_Hogan_(historian),9,2,1145
Roland_Barthes,417,66,7602
Denis_Dutton,188,7,2377
PMC_(identifier),221,50,4037
PMID_(identifier),204,66,4208
Barbara_Ann_Kipfer,11,1,1040
Antony_Griffiths,35,2,1029
Singleness_of_heart,9,1,547
Modern_Painters,34,1,754
YouTube_video_(identifier),1962,201,22205
Patricia_Waugh,20,1,970
Claire_Colebrook,30,4,879
John_Locke_lectures,65,5,818
Deborah_Solomon,96,4,2131
Encyclopedia_of_Aesthetics,15,1,774
Tate,333,34,3877
Artforum,191,9,3463
The_Observer,507,41,3929
Artnet,22,3,1292
Richard_W._Mansbach,9,1,1357
ArXiv_(identifier),261,54,3125
Katharine_Gilbert,15,3,1468
Nina_Felshin,16,1,686
Catherine_de_Zegher,93,5,3995
Michael_Ann_Holly,26,1,929
Dana_Arnold,36,4,1088
Carol_Armstrong,18,4,1044
Sidney_Colvin,76,3,1711
Hugh_Chisholm,45,17,940
Encyclop%C3%A6dia_Britannica_Eleventh_Edition,116,28,4741
Carl_Jung,1313,108,21514
E.H._Gombrich,132,35,3706
Ute_Meta_Bauer,27,4,1323
Kristine_Stiles,58,3,3186
Peter_Selz,63,1,1210
Will_Gompertz,21,2,756
W%C5%82adys%C5%82aw_Tatarkiewicz,76,15,1656
Christopher_Kasparek,161,1,2338
Edward_N._Zalta,208,9,1151
Stanford_Encyclopedia_of_Philosophy,149,43,1176
Ancient_aesthetics,141,2,1534
African_aesthetic,145,1,1038
Indian_aesthetics,753,1,3053
Japanese_aesthetics,334,20,3108
Medieval_aesthetics,173,1,3684
Aesthetics_of_music,318,18,4262
Aesthetics_of_nature,136,4,1610
Aesthetics_of_science,132,2,741
Theological_aesthetics,263,2,2758
Aestheticism,731,33,4133
Classicism,1194,77,4587
Fascism#Aesthetics,3728,151,29018
Feminist_aesthetics,530,7,2721
Historicism_(art),977,26,2890
Marxist_aesthetics,539,8,2332
Postmodernism,549,84,12625
Psychoanalytic_theory,487,9,3358
Aesthetic_Realism,40,2,8587
Symbolism_(arts),241,1,1029
Theosophy_and_visual_arts,422,1,10219
List_of_art_movements,1417,2,3017
Abhinavagupta,1244,34,4916
Leon_Battista_Alberti,295,62,6919
Thomas_Aquinas,4713,156,28917
B%C3%A9la_Bal%C3%A1zs,168,23,1356
Hans_Urs_von_Balthasar,650,30,9520
Charles_Baudelaire,607,105,6667
Jean_Baudrillard,837,62,10700
Alexander_Gottlieb_Baumgarten,144,48,2124
Walter_Benjamin,646,69,11277
Edmund_Burke,4261,79,25549
Samuel_Taylor_Coleridge,1589,83,12357
Ananda_Coomaraswamy,314,33,5749
Gilles_Deleuze,1127,66,9401
John_Dewey,1110,80,15413
Johann_Wolfgang_von_Goethe,1506,187,14860
Eduard_Hanslick,306,27,2370
Georg_Wilhelm_Friedrich_Hegel,2223,136,22702
David_Hume,3645,107,27184
Francis_Hutcheson_(philosopher),338,36,6289
Immanuel_Kant,2817,177,23715
S%C3%B8ren_Kierkegaard,1739,112,30232
Paul_Klee,849,73,10634
Susanne_Langer,287,24,3938
Theodor_Lipps,114,20,1525
Liu_Xie,21,12,739
Gy%C3%B6rgy_Luk%C3%A1cs,1101,54,10895
Jean-Fran%C3%A7ois_Lyotard,463,53,9113
Paul_de_Man,578,24,7458
Herbert_Marcuse,1219,65,8018
Jacques_Maritain,1286,40,7625
Friedrich_Nietzsche,2642,170,26777
Jos%C3%A9_Ortega_y_Gasset,1190,56,5863
George_Orwell,1034,143,23981
Walter_Pater,255,24,7000
Jacques_Ranci%C3%A8re,288,29,3342
Ayn_Rand,1591,85,13237
I._A._Richards,554,22,4270
George_Santayana,1523,46,7175
Friedrich_Schiller,1398,113,7313
Arthur_Schopenhauer,1612,105,23195
Roger_Scruton,2024,48,15387
Rabindranath_Tagore,1541,163,14764
Jun%27ichir%C5%8D_Tanizaki,187,39,3408
Giorgio_Vasari,265,75,3418
Oscar_Wilde,906,126,19875
Johann_Joachim_Winckelmann,268,47,4891
List_of_aestheticians,177,7,882
Appropriation_(art),621,13,7988
Art_for_art%27s_sake,153,39,2480
Art_manifesto,406,6,9983
Artistic_merit,92,1,1027
Feminine_beauty_ideal,629,10,14435
Masculine_beauty_ideal,93,4,1239
Camp_(style),319,27,7406
Comedy,757,107,5458
Cuteness,145,21,3530
Depiction,138,1,5513
Disgust,569,57,10664
Ecstasy_(philosophy),101,3,1327
Elegance,82,17,1207
Aesthetic_emotions,307,4,1532
Entertainment,695,102,17309
Eroticism,110,36,2172
Fashion,969,122,13985
Gaze,128,11,3692
Humour,371,79,7959
Judgment,265,29,1744
Kama,1281,36,6082
Kitsch,135,52,3237
Life_imitating_art,54,1,1156
Magnificence_(history_of_ideas),309,1,3496
Perception,1127,75,12497
Picturesque,137,15,3728
Quality_(philosophy),252,27,1785
Rasa_(aesthetics),940,19,4746
Recreation,203,65,3643
Reverence_(emotion),487,6,3500
Style_(visual_arts),288,18,5557
Sublime_(philosophy),126,35,4894
Taste_(sociology),228,24,1817
Tragedy,686,95,8689
Work_of_art,183,55,1964
Hippias_Major,318,23,3891
Poetics_(Aristotle),282,47,5097
The_Literary_Mind_and_the_Carving_of_Dragons,35,14,861
On_the_Sublime,262,11,4138
A_Philosophical_Enquiry_into_the_Origin_of_Our_Ideas_of_the_Sublime_and_Beautiful,53,14,1225
Lectures_on_Aesthetics,61,8,1949
The_Critic_as_Artist,86,2,1233
In_Praise_of_Shadows,68,13,1791
Art_as_Experience,28,5,5419
The_Work_of_Art_in_the_Age_of_Mechanical_Reproduction,271,19,3347
Avant-Garde_and_Kitsch,28,5,850
Critical_Essays_(Orwell),125,2,2014
The_Aesthetic_Dimension,88,1,1135
Why_Beauty_Matters,45,2,948
Aestheticization_of_politics,718,4,2347
Applied_aesthetics,410,1,4814
Arts_criticism,36,3,791
Axiology,687,13,15874
Evolutionary_aesthetics,360,9,2273
Mathematical_beauty,378,24,4706
Neuroesthetics,256,19,8730
Patterns_in_nature,577,18,7404
Philosophy_of_design,343,4,1203
Philosophy_of_film,335,11,1515
Philosophy_of_music,569,23,3425
Theory_of_art,362,5,4984
Index_of_aesthetics_articles,180,1,1558
Outline_of_aesthetics,44,1,1076
Collage,704,64,5822
Cultural_artifact,379,10,1405
Drawing,308,94,5590
Fine-art_photography,357,24,3723
Installation_art,823,2,3961
Kinetic_art,769,42,6472
Mixed_media,43,18,1170
Bricolage,192,22,2730
Mural,541,61,5449
Fresco,412,75,5870
Graffiti,860,82,11944
New_media_art,829,28,6164
Media_art_history,134,5,2351
Digital_art,537,42,5873
Virtual_art,211,7,1592
Performance_art,1233,54,18697
Plastic_arts,125,33,1300
Portrait,197,70,2486
Carving,111,31,944
Relief,409,58,4911
Statue,394,88,3305
List_of_tallest_statues,681,28,6491
Site-specific_art,231,22,1835
Social_sculpture,31,8,1816
Soft_sculpture,130,2,1241
Stained_glass,896,69,12424
Artwork_title,136,2,1837
Artist,154,90,1899
Private_collection,147,11,1800
Conservator-restorer,314,15,3287
Paintings_conservator,303,3,3088
Conservation_and_restoration_of_frescos,287,2,3706
Curator,319,39,3289
Art_dealer,313,12,2228
Model_(art),428,23,9839
Patronage,255,12,4109
Visual_arts_education,606,20,6300
List_of_art_universities_and_colleges_in_Europe,459,1,2586
Art_auction,286,5,3751
Art_colony,440,16,4760
Art_commune,439,16,4764
Art_exhibition,176,22,4255
Alternative_exhibition_space,122,1,1774
Art_gallery,119,32,2534
Contemporary_art_gallery,167,6,1974
Art_museum,259,45,5100
Single-artist_museum,78,1,963
Art_school,255,34,4694
List_of_art_schools_in_Europe,313,1,3241
Arts_centre,192,6,1617
Arts_festival,200,3,2210
Artist_collective,83,7,1401
Artist_cooperative,63,1,764
Artist-run_initiative,140,4,3121
Artist-run_space,137,4,3117
Biennale,237,30,2983
Commission_(art),77,2,1175
Sculpture_garden,262,15,1391
Sculpture_trail,170,3,1083
Virtual_museum,174,17,5176
Timeline_of_art,3403,2,12834
Feminist_art_criticism,195,4,3133
History_of_painting,2648,25,28061
Outline_of_painting_history,118,1,1038
Periods_in_Western_art_history,932,11,3160
Timeline_of_20th_century_printmaking_in_America,224,1,7052
Art_market,135,13,5130
Catalogue_raisonn%C3%A9,68,18,2612
Collection_Management_Policy,373,4,7472
Deaccessioning_(museum),271,1,4000
Conservation_and_restoration_of_cultural_heritage,429,20,7778
Conservation_and_restoration_of_paintings,296,3,8909
Cultural_policy,394,17,5250
Destination_painting,44,1,887
Eclecticism_in_art,57,7,886
Economics_of_the_arts_and_literature,132,4,4620
Art_finance,53,1,1187
Art_valuation,78,6,3454
Art_forgery,272,16,8688
Index_of_painting-related_articles,851,1,2705
Outline_of_painting,511,1,4506
Outline_of_sculpture,342,1,2039
Provenance,388,13,8233
Sociology_of_art,177,13,1407
Unfinished_creative_work,567,6,9956
List_of_art_magazines,208,1,2390
List_of_art_museums,2356,2,7733
List_of_largest_art_museums,278,8,4046
List_of_most-visited_art_museums,302,27,1837
List_of_sculpture_parks,587,2,5129
List_of_single-artist_museums,666,1,2554
List_of_art_reference_books,45,1,1962
List_of_colossal_sculptures_in_situ,96,1,1072
List_of_contemporary_artists,533,4,3811
List_of_contemporary_art_galleries,180,1,6651
List_of_modern_artists,372,1,1360
List_of_national_galleries,83,2,1068
Lists_of_painters,41,1,741
List_of_painters_by_name,41,3,596
Lists_of_painters_by_nationality,78,1,727
List_of_photographers,2068,18,8074
List_of_sculptors,1797,14,8955
List_of_female_sculptors,619,2,3876
List_of_stolen_paintings,461,4,5764
List_of_most_expensive_paintings,701,30,9238
List_of_most_expensive_sculptures,162,1,2265
List_of_most_expensive_artworks_by_living_artists,150,2,3026
Body_art,65,34,1473
Cartoon,198,66,2801
Ceramic_art,895,20,11131
Computer_art,661,14,3824
Pallet_crafts,19,1,564
Design,479,81,4461
Filmmaking,509,52,4543
Light_art,127,14,2849
Photography,676,159,10901
Rock_art,657,32,8839
List_of_artistic_media,491,4,2216
